0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0.0,185.67966,42.881264,2.4442604,94.73093,0.79275525,275.51093,118.16819,269.53882,5.9743333,33.940784,45.61802,0.0,0.21210219,16.076061,40.29318,211.30339,0.026136793,5.625992,0.5682622,0.0,336.37592,24.997496,38.44876,0.070926465,5.5938344,6.8759365,8.819128,350.6534,69.34659,6.790077,0.0,0.0,0.38390148,2.333293,19.340752,0.84078026,0.0,57.44439,0.040154595,5.9753346,15.772806,0.0,0.0003724456,32.381783,0.0,167.55888,9.764545,6.0789976,0.15303184,0.0,6.060094,10.537617,112.87529,73.67371,88.11216,339.30045,51.317482,0.004327709,0.0,0.0,0.046796035,0.0,0.15514986,23.984404,130.3774,0.0,0.05724779,131.69595,70.29896,0.0,201.28824,0.0,175.97162,25.293606,46.784477,0.0,131.32497,0.1286645,0.2209341,20.607214,0.04283185,0.0,28.865332,92.69816,0.0,126.408424,111.41454,1.0173658,0.7401451,327.84497,40.83353,317.94864,240.14331,3.4469903,6.2228894,0.5878641,0.0,2.9382746,6.8048415,256.7781,104.63471,0.0,0.0,3.843289,9.466274,163.2879,13.260497,3.2888112,0.05710727,17.558943,0.0,136.28679,186.24673,141.20375,22.691936,326.29382,116.308685,0.0,13.7867775,0.0,70.722115,82.57681,37.882195,63.932117,114.093895,15.229829,82.59916
0.13081883,738.87305,109.96482,56.49886,407.26007,0.0057273703,1275.9395,441.8708,1341.1232,14.655759,177.77908,128.6529,0.0,0.0033614326,122.15586,224.05237,828.3324,3.080083,21.61513,0.0,0.0,1505.5859,48.031593,119.37659,0.0,0.14810508,33.822342,2.548815,1696.2639,299.36487,0.0,0.0,0.0,1.8269049,58.78582,102.51562,43.756428,1.7414923,25.417067,5.247315,16.092363,72.96434,0.0,4.2654915,165.53773,0.033146545,805.4319,101.869026,31.094244,0.16021322,0.0073945746,33.5889,0.39732647,576.86975,368.54517,427.86996,1566.8545,25.308922,2.789531,0.0,0.87540966,0.0,0.0,0.0,104.8398,507.0166,0.0,10.571454,631.29193,500.585,0.0,897.8109,0.15140674,971.0307,109.008736,111.344086,0.0,781.97345,0.0035242378,1.3056778,48.106808,4.7298226,0.005501415,122.547134,469.30157,0.11089096,656.3741,314.14474,2.1424735,21.445974,1447.4808,246.38565,1531.8738,1104.4116,26.930237,33.34744,28.355465,0.0,29.766611,4.80653,1104.4183,360.09903,0.0,0.0,0.2437612,46.946774,663.5266,55.138107,1.6604319,0.7182984,31.783695,0.5496486,602.29956,821.50055,722.44604,23.086998,1451.3445,428.28336,0.0,36.23364,0.0,293.3211,365.7991,235.57211,208.8056,574.09467,3.1294885,307.853
0.07441611,100.18679,52.703434,70.13547,150.87436,1.2322662,267.58994,83.793335,349.33667,0.7198404,31.722181,32.134285,0.0,0.0,184.89827,229.49083,169.74611,4.001143,14.367695,0.0,5.7358356,407.4803,16.752064,123.846924,0.0,21.546728,48.413254,56.62905,431.81085,4.997007,5.649715,0.4123281,0.0,7.0349903,142.19232,111.155235,178.55014,0.032762498,20.854364,16.883177,18.867487,45.99117,0.0,43.96338,48.021324,7.0509343,137.71046,262.35242,6.940054,0.0,0.0,23.209967,24.660875,133.88152,88.91293,78.715355,283.40332,108.24375,23.353832,0.0,35.058872,0.0,0.0,11.27907,38.618347,160.67691,0.0,24.16987,273.064,207.43546,2.830082,163.87273,3.9690218,238.02031,14.947912,86.58636,0.0,188.22324,57.68225,15.703298,18.879532,9.797289,91.83556,108.53748,115.09283,4.126737,127.93993,173.4059,1.8526115,71.003296,274.25345,89.588905,546.4506,413.25793,37.339077,12.298489,47.016605,0.0,44.6455,0.0,386.4947,71.945816,0.0,0.0,0.0,27.83391,143.77,130.60887,0.48201412,0.0,159.0829,20.39285,215.18224,554.3738,246.67383,96.00703,411.7606,163.99792,31.699081,197.71895,0.0,81.46282,169.47696,159.56024,7.0862184,160.9459,3.8063526,159.97025
0.0,251.81013,60.67193,35.54906,174.46231,0.30738074,477.68448,123.50883,564.43097,5.342319,81.80736,31.105892,0.0,0.0,79.66627,138.90356,350.8636,1.9940324,24.7873,0.0,0.0,627.22687,37.078663,44.89645,0.0,0.0,23.224476,0.03653792,759.0398,74.855804,0.0,0.0,0.0,4.630001,41.19981,66.4348,19.862663,0.036108103,17.461939,6.21045,5.0310245,41.223877,0.0,1.6145774,71.626816,0.0,317.4409,82.67446,8.376562,0.022769721,0.0,16.551142,0.0,258.92685,78.80978,91.900826,613.62805,10.375996,4.53205,0.0,1.6364949,0.0,0.0,0.0,60.14054,214.08397,0.0,2.585228,275.43414,251.6269,0.0,301.56638,0.0,434.70175,34.09936,52.73333,0.0,322.45312,0.10419552,0.22707921,19.74437,3.9230962,0.0,88.24402,183.43423,0.0,276.16208,85.80875,0.07505828,11.33126,591.30457,93.014534,645.00476,458.09793,13.780101,10.214706,21.308977,0.0,12.751867,0.07791684,453.189,131.37912,0.0,0.0,0.0,18.972458,279.45587,31.798206,1.7144816,0.080447346,23.375124,0.0,248.65942,377.88693,340.72845,8.038993,629.48755,156.02507,0.0,38.02434,0.0,141.6612,186.5892,153.26079,54.48423,244.4811,0.21972114,147.89168
0.0,1220.1489,299.93835,3.2715147,652.25195,0.004726518,1913.0671,546.0456,2231.2368,81.65471,486.72803,138.59285,0.0,0.0,86.44341,417.0027,1452.3586,0.94951093,97.368454,0.0,0.0,2654.5417,171.02032,175.71474,0.0,0.0,50.881603,1.6381637,3619.5417,141.79169,0.45268795,0.0,0.0,4.5948668,2.299299,188.67847,6.987674,0.07472956,104.85762,0.0,3.7708135,206.02728,0.0,0.019831339,386.74014,0.0,1764.4343,147.90218,74.011665,0.88504833,0.0,30.280254,56.352623,730.64154,202.45578,597.2648,2770.8762,6.227666,0.0,0.0,0.0,0.0,0.0,0.0,223.63925,900.5673,0.0,0.040186755,616.828,671.2203,0.0,976.1222,0.0,1742.7006,333.95197,102.33425,0.0,1166.1857,0.0,0.0,123.302605,0.0046605454,0.0,364.37158,781.5932,0.0,1541.6184,216.60698,0.7490789,4.9774814,2700.8247,85.80708,2379.4722,1792.165,38.45337,12.763525,0.45673898,0.0,6.764648,6.228357,1357.8441,655.9939,0.0,0.0,1.8570021,12.455703,1158.5222,23.111115,12.988603,0.6592974,67.86626,0.0,660.46344,1512.3522,1333.9663,2.3926413,2711.9353,558.9443,0.0,197.95456,0.0,845.0506,351.78064,302.27975,312.38086,960.177,11.743267,248.6512
0.0,551.99457,105.403366,3.113403,231.37167,0.612915,832.01337,356.69342,801.05914,18.868437,99.4195,121.754196,0.0,0.0,19.4138,75.86735,567.9532,0.00831575,14.028771,0.0,0.0,981.7805,61.869316,82.84412,0.0,0.0,8.914852,15.484672,1096.0378,225.28166,5.64015,0.0,0.0,4.15981,3.808444,41.980686,2.3961349,0.0,88.959305,0.3149769,7.965956,49.178688,0.0,0.11656439,110.23719,0.0,578.3312,23.395061,32.59244,4.4274025,0.8396535,34.051994,9.741023,306.34094,273.69724,347.90222,1030.4427,9.52425,0.05272392,0.0,0.0,1.4817243,0.0,0.0,40.881405,350.35547,0.0,0.039001886,289.0301,162.25362,0.0,561.79865,0.0,560.1584,92.329834,82.696335,0.0,419.31314,0.2605012,0.0,46.90761,0.13778019,0.0,74.79933,316.3067,0.0,454.31332,234.65761,0.8369747,1.2928181,972.4152,102.861244,874.2919,638.6336,12.910454,11.552492,2.2394648,0.0,2.3961544,25.910442,606.1371,279.39835,0.0,0.0,12.938953,20.93733,444.79343,17.1122,5.6134896,0.35506165,22.080572,0.0,319.99103,436.83514,386.29715,5.054811,914.84875,272.46228,0.0,47.846657,0.0,200.53238,123.479675,63.873314,225.81264,329.68768,26.439112,137.02913
0.0,769.5417,176.07436,2.6391366,356.25436,6.5794644,1095.9094,471.68707,1056.8743,97.21999,190.41331,177.76273,0.0,0.0,7.8458576,87.77335,796.05646,0.40186965,37.155727,0.0,0.0,1418.9962,142.20627,97.12684,0.0,0.0,3.5801911,0.35424617,1751.1554,159.5596,0.7256964,0.0,0.0,3.313006,1.6719595,40.923027,0.2781987,0.0,142.0322,0.3254503,0.88666576,55.056908,0.0,0.0,248.09291,0.0,964.7574,11.066225,132.1554,1.0640895,0.0,14.136647,12.623394,343.8924,295.6945,438.35983,1462.2919,1.9674731,0.15483926,0.0,0.017965587,0.0,0.0,0.6222809,52.1375,506.9378,0.0,0.68812853,306.18,166.85098,0.0,646.2413,0.0,740.2004,215.42032,45.699978,0.0,606.1319,2.892888,0.01367165,121.85953,0.60791117,0.0,109.5791,500.68387,0.0,757.5822,216.67148,0.0,0.5382479,1453.152,55.617012,1137.4626,874.49896,5.5926733,3.051034,0.89918333,0.0,2.270946,1.5013354,702.27423,447.29782,0.0,0.0,0.3688033,4.259491,597.3756,4.121164,31.039219,0.34754208,35.77439,0.0,353.9912,649.31445,637.2171,0.50166005,1343.8221,372.585,0.0,56.477383,0.0,386.69562,88.113754,58.29866,301.6758,399.46967,4.999614,74.95521
0.0,880.082,261.1743,4.220442,405.75916,0.000114945076,1357.4209,493.9933,1502.181,35.910774,241.91269,207.69974,0.0,0.0,76.23533,206.18622,1094.9026,1.5423261,55.516014,0.0,0.0,1870.3783,113.17659,147.04,0.0,0.0,22.963749,3.0267045,2330.1902,214.63782,0.0,0.0,0.0,10.835968,8.956024,110.66163,39.077267,0.0,116.4574,1.933479,1.7073853,164.82362,0.0,7.713283,232.0233,0.0,1133.0891,115.104256,33.23478,3.5810747,0.0025090026,90.43779,15.868874,554.6728,269.12207,478.54004,1877.5273,0.35279542,0.5814786,0.0,0.12923662,0.0074571003,0.0,0.0,121.326096,691.22107,0.0,2.842434,449.5372,379.40027,0.0,794.83026,0.0,1124.5342,204.91809,110.98408,0.0,791.6028,0.0,0.46368754,70.27278,1.0534487,0.0,227.89497,553.258,0.0,962.0762,264.32996,5.7794223,12.51612,1846.1112,106.44089,1639.7708,1218.3971,67.41017,0.88626546,2.1839797,0.0,11.769738,1.4382437,1002.8642,490.58234,0.0,0.0,0.0,3.7046738,771.93384,16.201853,6.358197,0.14099135,57.917645,0.0,532.18945,944.92334,801.4565,4.434075,1825.6055,442.35062,0.0,178.19696,0.0,479.25146,221.79883,169.13408,301.8209,624.7603,7.4992113,216.7543
0.0,1415.2968,135.19264,77.27348,551.03033,0.0,2197.721,933.0176,2122.7422,37.248547,316.73865,270.04837,0.0,0.0,105.95598,301.6488,1303.6166,7.0981293,7.0497737,0.0,0.0,2374.631,62.829285,132.76472,0.0,0.013966357,40.303318,4.002781,2536.455,608.4443,2.052908,0.0,0.0,0.01576379,72.946915,106.79241,54.363537,0.003213979,84.615234,23.827625,16.752296,71.2594,0.0,8.364069,304.1153,0.0,1403.7446,87.02309,82.93089,16.079521,0.0,33.73646,1.0001519,806.4262,791.23663,917.7743,2591.8123,21.215117,8.1653,0.0,5.621008,0.0,0.0,1.174956,118.229805,794.6183,0.0,7.909091,961.0293,651.43463,0.0,1623.8367,0.0,1471.2406,185.34003,153.61496,0.0,1271.1195,2.1062157,6.7244754,118.52203,6.6702323,1.2416838,109.27474,804.3357,0.0,1058.7993,557.186,0.016260056,27.330229,2330.6243,437.67188,2406.652,1698.0044,25.55395,31.96547,44.0324,0.0,18.332346,14.414466,1646.1697,559.785,0.0,0.0,6.0269213,58.54575,945.1703,58.698,8.048601,0.1902676,41.160637,0.26048163,998.61896,1066.4634,981.8564,7.9495378,2220.3176,683.66016,0.00019557402,12.028396,0.015050303,335.6904,480.89505,287.38605,545.6804,928.0151,22.001703,325.72748
0.0,223.53146,75.81063,26.976128,182.0439,0.46244267,418.4092,113.276665,503.65802,15.926141,62.88879,36.910786,0.0,0.0,66.90475,109.149765,343.191,0.8335154,21.385399,0.0,0.0,603.3684,55.91584,54.159657,0.0,0.0008705663,14.873011,0.007012241,738.743,41.43288,0.0,0.0,0.0,4.839626,45.397488,60.779316,22.189772,0.13528289,36.112873,2.6592476,4.2198052,42.6963,0.0,0.27079847,73.427284,0.0,307.83887,72.62212,9.861821,0.0,0.071293816,16.577261,8.250437,230.99908,52.236843,67.633224,556.95465,6.7756104,4.0908384,0.0,2.6303532,0.121482044,0.0,0.0,42.493584,209.34406,0.0,3.014554,227.03242,192.87344,0.0,246.52208,0.0,390.5333,58.102077,40.6294,0.0,278.2195,0.0,0.40614292,24.460537,2.9341283,0.026430769,87.7572,185.62743,0.0,282.8662,79.13059,0.3655937,6.989899,576.98773,65.575874,553.9121,409.89304,9.728298,2.2081237,20.512165,0.0,12.482463,0.0,418.70972,149.04695,0.0,0.0,0.0,16.22141,292.56445,28.190342,2.05492,0.317524,22.669987,0.03901383,195.96077,359.88174,330.78613,16.244942,603.3,158.9034,0.0,50.638195,0.0,155.22491,147.53662,125.78132,44.525764,200.87144,0.8916756,150.50507
